aluguel,condominio,iptu,descricao,endereco,bairro,area,qtd_quartos,qtd_vagas,qtd_banheiros
809,218,650,"(Q-900) Apartamentos em excelente localização na Rua Princesa Isabel n°27 no Centro, próximo a Estação e o Metrofor disponível para locação! Apartamento com 1 quarto, sala, cozinh..."," Rua Princesa Isabel, Centro
",Centro,50,1,1,1
4500,218,650,"Valor referente a diária. Excelente apartamento MOBILIADO na Av. Beira Mar, Condominio Landscape , com 2 quartos 1 banheiro varanda com vista lateral para o mar. lazer: paiscina co..."," Avenida Beira Mar, Mucuripe
",Mucuripe,45,2,1,1
1300,218,650,O apartamento está localizado no bairro Planalto com 68 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros," Rua José Alberto Pereira Pimentel, Planalto
",Planalto,68,3,1,2
2200,600,75,"O apartamento no bairro Centro possui 62 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área verde de jardim, área de recreação infantil.Elevador que garante o t..."," Avenida Dom Manuel, Centro
",Centro,62,2,1,2
750,250,650,"Residencial Ametista Apartamento a 3 minutos do centro de Caucaia, localizado na rotatória da Estruturante( CE 085) e Estrada Velha do Icaraí (Rua Joaci Sampaio Pontes).Com todos..."," Rua Maria Carneiro Silva, Curicaca
",Curicaca,52,2,1,2
1100,250,62,O apartamento está localizado no bairro Presidente Kennedy possui 70 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Vai lhe possibilitar todo o conforto do ar condicion...," Rua Tenente Marques, Presidente Kennedy
",Presidente Kennedy,70,3,1,2
1700,678,80,"*Locação para residencia fixa Apartamento de 70 m², com 02 quartos sendo 01 suíte, banheiro social, sala em L, varanda, cozinha americana e área de serviço. 01 vaga de garagem. -..."," Rua Barbosa de Freitas, Meireles
",Meireles,70,2,1,2
1000,254,450,"Apartamento no térreo, dispõe de 55m², sala, cozinha, área de serviço, 2 quartos, 1 banheiro social, garden e 1 vaga na garagem. Localizado próximo ao Analí Supermercados, Escola M..."," Rua Coronel Correia, Centro
",Centro,55,2,1,1
1100,300,650,"CONDOMINIO COM PISCINA ADULTO E INFANTIL, FITNESS, SALÃO DE FESTA COM COPA E WCS, DECK COM CHURRASQUEIRA, CAMPO FUTBOL GRAMADO, PLAYGROUND, PRAÇA. APTO COM 57 M2, 1 SUITE + 2 QUART..."," Rua Coronel João de Oliveira, Messejana
",Messejana,57,3,1,2
3000,490,650,"O imóvel é 100% mobiliado possui 63m², sala de estar integrada com a cozinha, 2 quartos climatizados, sendo uma suíte, uma excelente varanda com vista mar e 1 vaga de garagem. OB..."," Rua das Saúnas, Cumbuco
",Cumbuco,63,2,1,2
1600,471,609,"Localizado na Av. Sargento Hermínio Sampaio, próximo ao supermercado Frangolândia, academia Top Up Fitness, Polo de Lazer Sargento Hermínio, com fácil acesso ao Shopping RioMar Ken..."," Avenida Sargento Hermínio Sampaio, Monte Castelo
",Monte Castelo,64,3,2,2
1200,300,290,"Apartamento dispõe de 70,99m², sala ampla, varanda, cozinha com armário, 3 quartos sendo 1 suíte, banheiro social, área de serviço e 1 vaga de garagem. Localizado na Avenida Sargen..."," Avenida Sargento Hermínio Sampaio, Monte Castelo
",Monte Castelo,71,3,1,2
1700,429,96,"""Uma localização privilegiada, juntamente com segurança e bastante conforto"", assim definimos o lugar ideal para viver com sua família uma vida tranquila e cheia de momentos inesqu..."," Rua Afrânio Peixoto, Parangaba
",Parangaba,62,3,2,2
1300,360,650,"Apartamento no centro de Fortaleza com 03, sendo 01 suíte, wc social, sala de estar/jantar, cozinha, 3° andar de escada e 02 vaga de garagem. Próximo ao Dnocs, Mercado São Sebastiã..."," Rua Agapito dos Santos, Centro
",Centro,77,3,2,2
1100,600,650,"Amplo apto, nascente, Tauape, esq. com Mons. Salazar, 3 quartos (1 suíte), DCE,"," Rua Álvaro Bomilcar, Tauape
",Tauape,120,3,2,3
2500,650,100,"Excelente apartamento para aluguel no bairro Parquelândia, Fortaleza. Com uma área privativa de 85m², este apartamento possui 3 quartos, sendo 2 suítes, além de um banheiro social..."," Rua Padre Guerra, Parquelândia
",Parquelândia,85,3,2,3
2500,379,98,"Apartamento NOVO, para locação, No Parque Del Sol, Cambeba O apartamento é novo e extremamente confortável. Nunca teve morador! Não perca essa oportunidade de morar em um dos melho..."," Rua Fernando Santos, Parque Iracema
",Parque Iracema,53,2,1,2
1500,520,68,"Agora você pode morar neste maravilhoso apartamento, a poucos minutos do Assaí Atacadista - sala - cozinha - banheiro - 04 quartos sendo 02 suítes - área de serviço - vaga de g..."," Rua Justiniano de Serpa, Benfica
",Benfica,93,3,2,3
2600,710,100,"O bairro Joaquim Távora se caracteriza por ser majoritariamente residencial e ser um bairro autossuficiente, onde você encontra tudo nas grandes avenidas que ficam bem próximo ao s..."," Rua Doutor José Lourenço, Joaquim Tavora
",Joaquim Tavora,70,2,2,2
900,150,650,"Apartamento no terceiro andar dispõe de 46 m², sala ampla, cozinha, 2 quartos sendo 1 com varanda, banheiro social e 1 vaga de garagem sujeito a disponibilidade. Localizado na Aven..."," Avenida Jovita Feitosa, Parquelândia
",Parquelândia,46,2,1,1
1400,434,650,"Apartamento compacto no bairro Messejana, com localização de fácil acesso à rodovia BR-116, próximo ao Frangolândia Supermercado e a Escola Paulo Freire. Imóvel com 55m², sala, var..."," Messejana, Fortaleza
",Messejana,55,3,1,2
4900,218,650,"Apto de Luxo de 02 quartos, andar alto, vista lateral do mar, no melhor pedaço da Beira Mar, sendo 01 suite master com closet e banheira e wc social, armários fixos, mobilias ( Cam..."," Rua Joaquim Nabuco, Meireles
",Meireles,74,2,2,1
1409,218,650,"M-100) Excelente apartamento bem localizado na Rua Oto de Alencar, 171, centro, Fortaleza-CE, próximo a faculdade FAMETRO. O imóvel é de ótima qualidade para quem procura um apart..."," Rua Oto de Alencar, Centro
",Centro,40,2,1,1
2000,471,81,"O apartamento está localizado no bairro São Gerardo / Monte Castelo, possui 65 metros quadrados com 2 quartos sendo 1 suíte e 2 banheiros, Sala de Estar/Jantar, Varanda, Cozinha co..."," Avenida Sargento Hermínio Sampaio, Sao Gerardo
",Sao Gerardo,65,2,2,2
1709,0,650,Condomínio c/ 05 andares c/ elevador 01 Vaga coberta Suíte c/ varanda Port 24 hs Visitas agendar 9 9721=1385 whats Claudio Aguiar corretor de imoveis creci 9301 Apto 02 quartos...," Rua Gonçalves Ledo, Centro
",Centro,50,2,1,2
800,267,74,"Um canto para quem preza por conforto e qualidade de vida. Aqui você tem grandes vantagens, como localização, preço e funcionalidades. Um lindo apartamento bem localizado no bairro..."," Rua C, Parque Dois Irmãos
",Parque Dois Irmãos,62,2,1,2
2600,0,650,O apartamento está localizado no bairro Jardim Gonzaga tem 91 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros," Rua Antônio Correia Celestino, Jardim Gonzaga
",Jardim Gonzaga,91,3,4,2
1400,320,80,"Apartamento para Locação, Reserva dos Ipês no bairro Passaré, localizado na cidade de Fortaleza / CE. ALUGUEL: 1.400,00 CONDOMINIO: 320,00 PARCELA IPTU: 80,00 Com 2 dormitórios,..."," Avenida da Saudade, Passaré
",Passaré,54,3,2,2
1550,550,650,"SAN SIRO IMÓVEIS - Excelente apartamento em área nobre, apenas 100 metros da Av Beira Mar. Melhor localização da cidade. . Apartamento amplo e arejado, mobiliado, com 82m, compost..."," Rua da Paz, Mucuripe
",Mucuripe,82,2,1,1
2400,480,650,"Apartamento compacto, 1ª locação, na melhor localização da aldeota, localizado à rua José Vilar, poucos metros da Av. Santos Dumont na altura do Banco do nordeste. Dispõe de lazer..."," Rua José Vilar, Aldeota
",Aldeota,37,1,1,1
2209,353,650,"Apartamento com 2 quartos sendo 1 suíte, 2 banheiros, sala, cozinha, banheiro e área de serviço, varanda gourmet e vaga na garagem. Conte com um condomínio com área de lazer compl..."," Rua Coronel Luiz David de Souza, Presidente Kennedy
",Presidente Kennedy,65,2,,2
2500,790,927,"ATANÇÃO: NÃO RESPONDEMOS O CHAT OLX. FAVOR CHAMAR NO CELULAR. Oportunidade imperdível para morar em uma das regiões mais nobres e valorizadas da cidade, a Praia de Iracema. Fica n..."," Avenida Historiador Raimundo Girão, Praia de Iracema
",Praia de Iracema,74,2,1,2
1280,491,650,"APARTAMENTO NO PARQUE DEL SOL, COM 03 QUARTOS SENDO 1 SUITE, COZINHA, AREA DE SERVIÇO, 2 BANHEIROS, SALA, VARANDA, 1 VAGA DE GARAGEM COBERTA. Condominio com portaria 24 hs, quadra,..."," Rua José Nogueira Freire, Parque Iracema
",Parque Iracema,,3,1,2
1600,218,650,"Apartamento novo com 2 quartos sendo 1 suíte, cozinha, área de serviço, vista mar. Prédio novo com 2 elevadores, piscina, deck com churrasquira, 1 vaga. Localização privilegiada pr..."," Icarai, Amontada
",Amontada,62,3,1,1
750,0,100,"Excelente oportunidade para locação no centro, super bem localizado, próximo ao centro fashion, mercado São Sebastião, supermercados. o imóvel possui; Sala, 02 quartos, cozinha ame..."," Rua Pedro Pereira, Centro
",Centro,50,2,,1
2000,548,650,"Edifício Parque Rio Branco! Este belíssimo apartamento de 2 quartos, sendo 1 suíte, wc social, varanda, armários, 1 vaga, área privativa 61m². O condomínio possui diversas opções d..."," Avenida Visconde do Rio Branco, Fátima
",Fátima,61,2,1,2
1100,360,600,"O apartamento está localizado no bairro Barra do Ceará tem 62 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros Possui academia, espaço jardinado, playground, espaço para..."," Avenida Francisco Sá, Barra do Ceará
",Barra do Ceará,62,3,1,2
2600,600,650,"O nosso apartamento e mobiliados e equipados com ar condicionado, closet, TV com canais a cabo, Wi-Fi free, cozinha com utensílios, fogão, geladeira, microondas e estacionamento, p..."," Avenida Historiador Raimundo Girão, Meireles
",Meireles,72,2,1,2
1300,250,50,"Apartamento localizado no bairro Joaquim Távora, com 50m², com sala para 02 ambientes, cozinha, área de serviço. 01 vaga de garagem. Condomínio com com elevador, piscina, portaria..."," Joaquim Tavora, Fortaleza
",Joaquim Tavora,50,2,1,1
3300,547,650,"Excelente opção apartamento em condomínio com área de lazer completa no bairro Joaquim Távora, localizado na Av. Visconde do Rio Branco, a poucos metros das avenidas Soriano Albuqu..."," Joaquim Tavora, Fortaleza
",Joaquim Tavora,106,3,2,4
1200,100,650,"Morar ao lado das pessoas que amamos em um ambiente que oferece a oportunidade de viver com qualidade de vida e bastante conforto, agora é possível. Conheça um excelente apartament..."," Rua Tenente Moacir Matos, Montese
",Montese,50,2,2,1
905,333,650,"Apartamento em Jurema, compacto com 50m², com localização privilegiada. Imóvel no térreo, com 2 quartos, sendo 1 suíte, sala, varanda, cozinha, área de serviço, banheiro social e 1..."," Parque Guadalajara Jurema, Caucaia
",Caucaia,50,2,1,2
2500,842,650,"O bairro Meireles é conhecido por possuir bons restaurantes, farmácias, supermercados, praças, hospitais e está próximo a algumas das melhores vias de acesso da cidade. Além de pos..."," Rua Visconde de Mauá, Meireles
",Meireles,72,2,2,2
1100,610,650,"Ótimo apartamento na Parangaba, Av. João Pessoa (Condomínio Everest), muito bem localizado, bem servido de todos os serviços essenciais, ônibus na porta, próximo ao Shopping Parang..."," Avenida João Pessoa, Parangaba
",Parangaba,64,3,1,3
2009,218,500,JÁ ESTAMOS RESERVANDO ENTREGA AGORA EM JUNHO garanta sua unidade Aptos novos 1º locação a partir de 2.009 no 1º e 2º andares já incluso condomínio e iptu e Agua 9 9721=1385 whats...," Rua José Vilar, Dionísio Torres
",Dionísio Torres,65,2,1,2
1750,510,500,"Apartamento no bairro São Gerardo, localizado na rua Antonina do Norte, a poucos metros da Av. Bezerra de Menezes, próximo ao centro universitário UniFanor. Imóvel com 115m², 3 qua..."," Sao Gerardo, Fortaleza
",Sao Gerardo,115,3,1,3
900,530,70,"Adriano Freire Imóveis aluga apartamento no Condomínio Bosque das Damas Apartamento com 3 quartos (sendo 2 suítes), sala conjugada com varanda, cozinha, banheiro social, área de..."," Rua Júlio César, Damas
",Damas,70,3,1,3
1300,150,293,"Apartamento dispõe de 57m², sala ampla, varanda, cozinha americana, 2 quartos com armários sendo 1 suíte e 1 com ar-condicionado, banheiro social, área de serviço e 1 vaga de garag..."," Rua Irmã Bazet, Montese
",Montese,57,2,1,2
3500,1186,1448,"Reis imóveis, whatsapp (85)9.8898.7274 - informe o cod. FAAR68894 Apartamento na melhor coluna nascente, andar alto, com 112m², 3 suítes, closet casal, varandas, estar íntimo, ban..."," Rua Bento Albuquerque, Cocó
",Cocó,112,3,2,4
2300,669,90,"Sofisticação, elegância e uma ótima localização, são características que definem muito bem esse belíssimo apartamento que a 7cantos encontrou para você. O imóvel está localizado na..."," Avenida Jovita Feitosa, Pici
",Pici,70,3,1,2
900,255,500,"Apto para alugar com ótima localização, próximo a Godofredo Maciel, 1 andar nascente, cozinha projetada com área de lazer completa."," Planalto Ayrton Senna, Fortaleza
",Planalto Ayrton Senna,48,2,1,1
1700,630,1135,ATANÇÃO: NÃO RESPONDEMOS O CHAT OLX. FAVOR CHAMAR NO CELULAR. Localizado em um dos bairros mais nobres de Fortaleza e próximo às avenidas Engenheiro Alberto Sá e Almirante Henriqu...," Rua Tavares Coutinho, Varjota
",Varjota,94,3,2,3
3500,1000,97,"O apartamento está localizado no bairro Varjota tem 130 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros Possui academia, jardim, playground, espaço para festas. Vai lhe..."," Rua Oito de Setembro, Varjota
",Varjota,130,3,2,4
900,180,365,"Aptº ampla03 quartos,1 suíte,dependência de empregada, com garagem,01 vaga, varanda. Próximo a Hospital Geral de Fortaleza, colégio, padarias, farmácias, supermercados, fármacias,..."," Rua Doutor Batista de Oliveira, Papicu
",Papicu,120,3,1,2
3950,1079,2156,"Apartamento no Parque Del Sol, no bairro Parque Iracema possui 141 metros quadrados com 4 quartos sendo 3 suites e 5 banheiros, 3 vagas"," Rua 3, Parque Iracema
",Parque Iracema,141,4,3,5
1700,355,500,"O apartamento está localizado no bairro Jacarecanga possui 50 metros quadrados , vista mar , mobiliado , com 2 quartos e 1 banheiro, varanda, 1 vaga de garagem Possui área de fitn..."," Rua Padre Constantino, Jacarecanga
",Jacarecanga,50,2,1,1
250,218,500,"Preço por dia: A partir do R$ 250,00. O apartamento está localizado no bairro Meireles com 56 metros quadrados com 1 quarto sendo 1 suite e 2 banheiros Possui academia, jardim, ár..."," Rua Barão de Aracati, Meireles
",Meireles,56,2,1,2
2600,600,137,"O apartamento está localizado no bairro Engenheiro Luciano Cavalcante com 80 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros Possui área de fitness, espaço gourmet, esp..."," Rua Gontran Giffoni, Engenheiro Luciano Cavalcante
",Engenheiro Luciano Cavalcante,80,3,2,4
2800,490,500,O apartamento está localizado no bairro Engenheiro Luciano Cavalcante possui 72m com 3 quartos sendo 2 suítes e 2 banheiros VENDO TAMBEM OPORTUNIDADE FAÇO SIMULAÇÃO SEM COMPROMIS...," Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante
",Engenheiro Luciano Cavalcante,72,3,2,2
2700,639,177,"Apartamento com 68,41m², 3 quartos (sendo 1 suíte) 2 banheiros e 2 vagas cobertas na garagem, cozinha padrão americano. Condomínio no Benfica com excelente espaço de lazer. Área fi..."," Rua Senador Pompeu, Benfica
",Benfica,68,3,2,2
2400,608,500,"Você busca um apartamento confortável e moderno? Então, o Edifício Eridan Mendonça é a escolha perfeita para você! O apartamento conta com 2 quartos, sendo 1 suíte, wc social, sala..."," Rua Doutor José Lourenço, Joaquim Tavora
",Joaquim Tavora,59,2,2,3
2500,670,2319,"Excelente apartamento projetado dispõe de 80m², sala ampla com rack painel, varanda extensa, cozinha projetada, 3 suítes sendo 1 reversível e 1 máster com varanda, área de serviço..."," Rua Doutor Francisco Gadelha, Engenheiro Luciano Cavalcante
",Engenheiro Luciano Cavalcante,80,3,2,3
2100,455,500,"Excelente opção de apartamento em condomínio clube com área de lazer completa no Parque del Sol, complexo considerado um bairro planejado e urbanizado, com uma área equivalente a m..."," Parque Iracema, Fortaleza
",Parque Iracema,57,2,2,2
1700,580,500,"Apartamento 3 dormitórios para Locação, Edifício Biscayne Place no bairro Meireles, localizado na cidade de Fortaleza / CE. Com 3 dormitórios, sendo 1 suíte, possui 2 banheiros, 2..."," Rua Nunes Valente, Meireles
",Meireles,66,3,2,2
1250,200,100,"Apartamento localizado na Sapiranga próximo Av Edilson Brasil Soares, com 50m², sala, cozinha, área de serviço, 02 quartos, 01 banheiro, 01 vaga de garagem. Condomínio com portari..."," Sapiranga, Fortaleza
",Sapiranga,50,2,1,1
1514,600,86,"R$ 2.100,00 (Aluguel, condomínio, IPTU, água e gás); - Vista panorâmica pro mar; - 2 quartos, sendo 1 suíte; - Varandão; - Lazer completo, com piscina, quadra, deck com churrasquei..."," Avenida Dioguinho, Praia do Futuro II
",Praia do Futuro II,65,2,2,2
1800,650,500,"Apartamento com 63m², sendo dividido em uma ampla sala em L, cozinha conjugada com área de serviço, uma suite com armario, wc. social, uma vaga de garagem, condominio com lazer com..."," Rua Tomás Lopes, Praia de Iracema
",Praia de Iracema,63,1,1,2
