aluguel,condominio,iptu,descricao,endereco,area,qtd_quartos,qtd_vagas,qtd_banheiros
R$ 1.400,R$ 370,,"Sky Tower - Centro. Ótima opção de apartamento para locação, 2 quartos (sendo uma suíte reversível), sala, cozinha, projetado, andar alto, 1 vaga, lazer com salão de festa, academ..."," Rua Vinte e Cinco de Março, Centro
", 44 ,2,1.0,1.0
R$ 450 /dia,,,Para orçamentos entrar em contato por WhatsApp (85) 99985.6282 SÓ LOCAMOS PARA NO MÍNIMO 3 NOITES * Valor que utilizamos no site é o da Tarifa Básica e é válida apenas em BAIXA...," Rua Silva Jatahy, Meireles
", 90 ,3,2.0,3.0
R$ 1.405,R$ 312,,"Com 3 quartos sendo 1 suíte, sala de estar/jantar, cozinha, 2 banheiros, vaga de garagem. Imóvel bem localizado na região do Montese, fácil acesso à Av. João Pessoa, com acessibili..."," Rua Primeiro de Julho, Montese
", 60 ,3,1.0,2.0
R$ 6.000,R$ 1.300,R$ 2.950,"O apartamento está localizado no bairro Porto das Dunas com 131 metros quadrados com 3 quartos sendo 2 suites e 1 banheiro PORTEIRA FECHAD VAGA 2 CARROS TV ,SOMENTE NA SALA LAVABEL..."," Rua Leão Marinho, Porto das Dunas
", 131 ,3,2.0,3.0
R$ 2.300,R$ 550,,"O apartamento está localizado no bairro Cocó com 76 metros quadrados com 1 quarto sendo 1 suite e 2 banheiros Possui área de fitness, espaço jardinado, espaço gourmet, playground,..."," Rua Doutor Batista de Oliveira, Cocó
", 38 ,1,1.0,1.0
R$ 3.500,R$ 900,R$ 240,"Soho Residence, Apt com 91,75 m², 03 quartos, sendo 2 suítes, WC na área de serviço, varanda gourmet e 2 vagas de garagem. Um condominio com Lazer Completo, com Quadra Poliesportiv..."," Rua Maria Odalea Pires da Silva, Edson Queiroz
", 91 ,3,2.0,3.0
R$ 950,R$ 432,,"Apto com 68m² térreo, dividido em uma ampla sala em L, cozinha americana c/ armários, 3 quartos sendo 1 suíte, wc social, área de serviço, condomínio fechado com portaria virtual,..."," Rua Barão Aquiraz, Messejana
", 68 ,3,1.0,3.0
R$ 2.700,,,"O apartamento no bairro Praia de Iracema com 43 metros quadrados com 1 suíte, sala, cozinha e varanda vista mar. Possui academia toda equipada, salão de jogos, jardim, espaço gour..."," Rua Dragão do Mar, Praia de Iracema
", 43 ,1,1.0,1.0
R$ 1.300,,,O apartamento está localizado no bairro Planalto com 68 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros," Rua José Alberto Pereira Pimentel, Planalto
", 68 ,3,1.0,2.0
R$ 2.200,R$ 600,R$ 75,"O apartamento no bairro Centro possui 62 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área verde de jardim, área de recreação infantil.Elevador que garante o t..."," Avenida Dom Manuel, Centro
", 62 ,2,1.0,2.0
R$ 950,R$ 218,,"O apartamento no bairro Coacu tem 40 metros quadrados com 2 quartos e 1 banheiro Possui espaço gourmet, espaço jardinado, área de recreação infantil, salão para festas e eventos. V..."," Rua Alameda Verde, Coacu
", 40 ,2,1.0,1.0
R$ 809,,,"(Q-900) Apartamentos em excelente localização na Rua Princesa Isabel n°27 no Centro, próximo a Estação e o Metrofor disponível para locação! Apartamento com 1 quarto, sala, cozinh..."," Rua Princesa Isabel, Centro
", 50 ,1,1.0,1.0
R$ 4.500,,,"Valor referente a diária. Excelente apartamento MOBILIADO na Av. Beira Mar, Condominio Landscape , com 2 quartos 1 banheiro varanda com vista lateral para o mar. lazer: paiscina co..."," Avenida Beira Mar, Mucuripe
", 45 ,2,1.0,1.0
R$ 1.300,,,O apartamento está localizado no bairro Planalto com 68 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros," Rua José Alberto Pereira Pimentel, Planalto
", 68 ,3,1.0,2.0
R$ 2.200,R$ 600,R$ 75,"O apartamento no bairro Centro possui 62 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área verde de jardim, área de recreação infantil.Elevador que garante o t..."," Avenida Dom Manuel, Centro
", 62 ,2,1.0,2.0
R$ 750,R$ 250,,"Residencial Ametista Apartamento a 3 minutos do centro de Caucaia, localizado na rotatória da Estruturante( CE 085) e Estrada Velha do Icaraí (Rua Joaci Sampaio Pontes).Com todos..."," Rua Maria Carneiro Silva, Curicaca
", 52 ,2,1.0,2.0
R$ 1.100,R$ 250,R$ 62,O apartamento está localizado no bairro Presidente Kennedy possui 70 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Vai lhe possibilitar todo o conforto do ar condicion...," Rua Tenente Marques, Presidente Kennedy
", 70 ,3,1.0,2.0
R$ 1.700,R$ 678,R$ 80,"*Locação para residencia fixa Apartamento de 70 m², com 02 quartos sendo 01 suíte, banheiro social, sala em L, varanda, cozinha americana e área de serviço. 01 vaga de garagem. -..."," Rua Barbosa de Freitas, Meireles
", 70 ,2,1.0,2.0
R$ 1.000,R$ 254,R$ 450,"Apartamento no térreo, dispõe de 55m², sala, cozinha, área de serviço, 2 quartos, 1 banheiro social, garden e 1 vaga na garagem. Localizado próximo ao Analí Supermercados, Escola M..."," Rua Coronel Correia, Centro
", 55 ,2,1.0,1.0
R$ 1.100,R$ 300,,"CONDOMINIO COM PISCINA ADULTO E INFANTIL, FITNESS, SALÃO DE FESTA COM COPA E WCS, DECK COM CHURRASQUEIRA, CAMPO FUTBOL GRAMADO, PLAYGROUND, PRAÇA. APTO COM 57 M2, 1 SUITE + 2 QUART..."," Rua Coronel João de Oliveira, Messejana
", 57 ,3,1.0,2.0
R$ 3.000,,,"O imóvel é 100% mobiliado possui 63m², sala de estar integrada com a cozinha, 2 quartos climatizados, sendo uma suíte, uma excelente varanda com vista mar e 1 vaga de garagem. OB..."," Rua das Saúnas, Cumbuco
", 63 ,2,1.0,2.0
R$ 1.600,R$ 471,R$ 609,"Localizado na Av. Sargento Hermínio Sampaio, próximo ao supermercado Frangolândia, academia Top Up Fitness, Polo de Lazer Sargento Hermínio, com fácil acesso ao Shopping RioMar Ken..."," Avenida Sargento Hermínio Sampaio, Monte Castelo
", 64 ,3,2.0,2.0
R$ 1.200,R$ 300,R$ 290,"Apartamento dispõe de 70,99m², sala ampla, varanda, cozinha com armário, 3 quartos sendo 1 suíte, banheiro social, área de serviço e 1 vaga de garagem. Localizado na Avenida Sargen..."," Avenida Sargento Hermínio Sampaio, Monte Castelo
", 71 ,3,1.0,2.0
R$ 1.700,R$ 429,R$ 96,"""Uma localização privilegiada, juntamente com segurança e bastante conforto"", assim definimos o lugar ideal para viver com sua família uma vida tranquila e cheia de momentos inesqu..."," Rua Afrânio Peixoto, Parangaba
", 62 ,3,2.0,2.0
R$ 1.300,R$ 360,,"Apartamento no centro de Fortaleza com 03, sendo 01 suíte, wc social, sala de estar/jantar, cozinha, 3° andar de escada e 02 vaga de garagem. Próximo ao Dnocs, Mercado São Sebastiã..."," Rua Agapito dos Santos, Centro
", 77 ,3,2.0,2.0
R$ 1.100,R$ 600,,"Amplo apto, nascente, Tauape, esq. com Mons. Salazar, 3 quartos (1 suíte), DCE,"," Rua Álvaro Bomilcar, Tauape
", 120 ,3,2.0,3.0
R$ 2.500,R$ 650,R$ 100,"Excelente apartamento para aluguel no bairro Parquelândia, Fortaleza. Com uma área privativa de 85m², este apartamento possui 3 quartos, sendo 2 suítes, além de um banheiro social..."," Rua Padre Guerra, Parquelândia
", 85 ,3,2.0,3.0
R$ 2.500,R$ 379,R$ 98,"Apartamento NOVO, para locação, No Parque Del Sol, Cambeba O apartamento é novo e extremamente confortável. Nunca teve morador! Não perca essa oportunidade de morar em um dos melho..."," Rua Fernando Santos, Parque Iracema
", 53 ,2,1.0,2.0
R$ 1.500,R$ 520,R$ 68,"Agora você pode morar neste maravilhoso apartamento, a poucos minutos do Assaí Atacadista - sala - cozinha - banheiro - 04 quartos sendo 02 suítes - área de serviço - vaga de g..."," Rua Justiniano de Serpa, Benfica
", 93 ,3,2.0,3.0
R$ 2.600,R$ 710,R$ 100,"O bairro Joaquim Távora se caracteriza por ser majoritariamente residencial e ser um bairro autossuficiente, onde você encontra tudo nas grandes avenidas que ficam bem próximo ao s..."," Rua Doutor José Lourenço, Joaquim Tavora
", 70 ,2,2.0,2.0
R$ 900,R$ 150,,"Apartamento no terceiro andar dispõe de 46 m², sala ampla, cozinha, 2 quartos sendo 1 com varanda, banheiro social e 1 vaga de garagem sujeito a disponibilidade. Localizado na Aven..."," Avenida Jovita Feitosa, Parquelândia
", 46 ,2,1.0,1.0
R$ 1.400,R$ 434,,"Apartamento compacto no bairro Messejana, com localização de fácil acesso à rodovia BR-116, próximo ao Frangolândia Supermercado e a Escola Paulo Freire. Imóvel com 55m², sala, var..."," Messejana, Fortaleza
", 55 ,3,1.0,2.0
R$ 4.900,,,"Apto de Luxo de 02 quartos, andar alto, vista lateral do mar, no melhor pedaço da Beira Mar, sendo 01 suite master com closet e banheira e wc social, armários fixos, mobilias ( Cam..."," Rua Joaquim Nabuco, Meireles
", 74 ,2,2.0,1.0
R$ 1.409,,,"M-100) Excelente apartamento bem localizado na Rua Oto de Alencar, 171, centro, Fortaleza-CE, próximo a faculdade FAMETRO. O imóvel é de ótima qualidade para quem procura um apart..."," Rua Oto de Alencar, Centro
", 40 ,2,1.0,1.0
R$ 2.000,R$ 471,R$ 81,"O apartamento está localizado no bairro São Gerardo / Monte Castelo, possui 65 metros quadrados com 2 quartos sendo 1 suíte e 2 banheiros, Sala de Estar/Jantar, Varanda, Cozinha co..."," Avenida Sargento Hermínio Sampaio, Sao Gerardo
", 65 ,2,2.0,2.0
R$ 1.709,Condomínio c/ 05 andares c/ elevador 01 Vaga coberta Suíte c/ varanda Port 24 hs Visitas agendar 9 9721=1385 whats Claudio Aguiar corretor de imoveis creci 9301 Apto 02 quartos...,,Condomínio c/ 05 andares c/ elevador 01 Vaga coberta Suíte c/ varanda Port 24 hs Visitas agendar 9 9721=1385 whats Claudio Aguiar corretor de imoveis creci 9301 Apto 02 quartos...," Rua Gonçalves Ledo, Centro
", 50 ,2,1.0,2.0
R$ 800,R$ 267,R$ 74,"Um canto para quem preza por conforto e qualidade de vida. Aqui você tem grandes vantagens, como localização, preço e funcionalidades. Um lindo apartamento bem localizado no bairro..."," Rua C, Parque Dois Irmãos
", 62 ,2,1.0,2.0
R$ 2.600,,,O apartamento está localizado no bairro Jardim Gonzaga tem 91 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros," Rua Antônio Correia Celestino, Jardim Gonzaga
", 91 ,3,4.0,2.0
R$ 1.400,R$ 320,R$ 80,"Apartamento para Locação, Reserva dos Ipês no bairro Passaré, localizado na cidade de Fortaleza / CE. ALUGUEL: 1.400,00 CONDOMINIO: 320,00 PARCELA IPTU: 80,00 Com 2 dormitórios,..."," Avenida da Saudade, Passaré
", 54 ,3,2.0,2.0
R$ 1.550,R$ 550,,"SAN SIRO IMÓVEIS - Excelente apartamento em área nobre, apenas 100 metros da Av Beira Mar. Melhor localização da cidade. . Apartamento amplo e arejado, mobiliado, com 82m, compost..."," Rua da Paz, Mucuripe
", 82 ,2,1.0,1.0
R$ 2.400,R$ 480,,"Apartamento compacto, 1ª locação, na melhor localização da aldeota, localizado à rua José Vilar, poucos metros da Av. Santos Dumont na altura do Banco do nordeste. Dispõe de lazer..."," Rua José Vilar, Aldeota
", 37 ,1,1.0,1.0
R$ 2.209,R$ 353,R$ 1,"Apartamento com 2 quartos sendo 1 suíte, 2 banheiros, sala, cozinha, banheiro e área de serviço, varanda gourmet e vaga na garagem. Conte com um condomínio com área de lazer compl..."," Rua Coronel Luiz David de Souza, Presidente Kennedy
", 65 ,2,,2.0
R$ 2.500,R$ 790,R$ 927,"ATANÇÃO: NÃO RESPONDEMOS O CHAT OLX. FAVOR CHAMAR NO CELULAR. Oportunidade imperdível para morar em uma das regiões mais nobres e valorizadas da cidade, a Praia de Iracema. Fica n..."," Avenida Historiador Raimundo Girão, Praia de Iracema
", 74 ,2,1.0,2.0
R$ 1.280,R$ 491,,"APARTAMENTO NO PARQUE DEL SOL, COM 03 QUARTOS SENDO 1 SUITE, COZINHA, AREA DE SERVIÇO, 2 BANHEIROS, SALA, VARANDA, 1 VAGA DE GARAGEM COBERTA. Condominio com portaria 24 hs, quadra,..."," Rua José Nogueira Freire, Parque Iracema
","APARTAMENTO NO PARQUE DEL SOL, COM 03 QUARTOS SENDO 1 SUITE, COZINHA, AREA DE SERVIÇO, 2 BANHEIROS, SALA, VARANDA, 1 VAGA DE GARAGEM COBERTA. Condominio com portaria 24 hs, quadra,...",3,1.0,2.0
R$ 1.600,,,"Apartamento novo com 2 quartos sendo 1 suíte, cozinha, área de serviço, vista mar. Prédio novo com 2 elevadores, piscina, deck com churrasquira, 1 vaga. Localização privilegiada pr..."," Icarai, Amontada
", 62 ,3,1.0,1.0
R$ 750,,R$ 100,"Excelente oportunidade para locação no centro, super bem localizado, próximo ao centro fashion, mercado São Sebastião, supermercados. o imóvel possui; Sala, 02 quartos, cozinha ame..."," Rua Pedro Pereira, Centro
", 50 ,2,,1.0
R$ 2.000,R$ 548,,"Edifício Parque Rio Branco! Este belíssimo apartamento de 2 quartos, sendo 1 suíte, wc social, varanda, armários, 1 vaga, área privativa 61m². O condomínio possui diversas opções d..."," Avenida Visconde do Rio Branco, Fátima
", 61 ,2,1.0,2.0
R$ 1.100,R$ 360,R$ 600,"O apartamento está localizado no bairro Barra do Ceará tem 62 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros Possui academia, espaço jardinado, playground, espaço para..."," Avenida Francisco Sá, Barra do Ceará
", 62 ,3,1.0,2.0
R$ 2.600,R$ 600,,"O nosso apartamento e mobiliados e equipados com ar condicionado, closet, TV com canais a cabo, Wi-Fi free, cozinha com utensílios, fogão, geladeira, microondas e estacionamento, p..."," Avenida Historiador Raimundo Girão, Meireles
", 72 ,2,1.0,2.0
R$ 1.300,R$ 250,R$ 50,"Apartamento localizado no bairro Joaquim Távora, com 50m², com sala para 02 ambientes, cozinha, área de serviço. 01 vaga de garagem. Condomínio com com elevador, piscina, portaria..."," Joaquim Tavora, Fortaleza
", 50 ,2,1.0,1.0
R$ 3.300,R$ 547,,"Excelente opção apartamento em condomínio com área de lazer completa no bairro Joaquim Távora, localizado na Av. Visconde do Rio Branco, a poucos metros das avenidas Soriano Albuqu..."," Joaquim Tavora, Fortaleza
", 106 ,3,2.0,4.0
R$ 1.200,R$ 100,R$ 1,"Morar ao lado das pessoas que amamos em um ambiente que oferece a oportunidade de viver com qualidade de vida e bastante conforto, agora é possível. Conheça um excelente apartament..."," Rua Tenente Moacir Matos, Montese
", 50 ,2,2.0,1.0
R$ 905,R$ 333,,"Apartamento em Jurema, compacto com 50m², com localização privilegiada. Imóvel no térreo, com 2 quartos, sendo 1 suíte, sala, varanda, cozinha, área de serviço, banheiro social e 1..."," Parque Guadalajara Jurema, Caucaia
", 50 ,2,1.0,2.0
R$ 2.500,R$ 842,R$ 75,"O bairro Meireles é conhecido por possuir bons restaurantes, farmácias, supermercados, praças, hospitais e está próximo a algumas das melhores vias de acesso da cidade. Além de pos..."," Rua Visconde de Mauá, Meireles
", 72 ,2,2.0,2.0
R$ 1.100,R$ 610,,"Ótimo apartamento na Parangaba, Av. João Pessoa (Condomínio Everest), muito bem localizado, bem servido de todos os serviços essenciais, ônibus na porta, próximo ao Shopping Parang..."," Avenida João Pessoa, Parangaba
", 64 ,3,1.0,3.0
R$ 2.009,JÁ ESTAMOS RESERVANDO ENTREGA AGORA EM JUNHO garanta sua unidade Aptos novos 1º locação a partir de 2.009 no 1º e 2º andares já incluso  e iptu e Agua 9 9721=1385 whats...,,JÁ ESTAMOS RESERVANDO ENTREGA AGORA EM JUNHO garanta sua unidade Aptos novos 1º locação a partir de 2.009 no 1º e 2º andares já incluso condomínio e iptu e Agua 9 9721=1385 whats...," Rua José Vilar, Dionísio Torres
", 65 ,2,1.0,2.0
R$ 1.750,R$ 510,,"Apartamento no bairro São Gerardo, localizado na rua Antonina do Norte, a poucos metros da Av. Bezerra de Menezes, próximo ao centro universitário UniFanor. Imóvel com 115m², 3 qua..."," Sao Gerardo, Fortaleza
", 115 ,3,1.0,3.0
R$ 900,R$ 530,R$ 70,"Adriano Freire Imóveis aluga apartamento no Condomínio Bosque das Damas Apartamento com 3 quartos (sendo 2 suítes), sala conjugada com varanda, cozinha, banheiro social, área de..."," Rua Júlio César, Damas
", 70 ,3,1.0,3.0
R$ 1.300,R$ 150,R$ 293,"Apartamento dispõe de 57m², sala ampla, varanda, cozinha americana, 2 quartos com armários sendo 1 suíte e 1 com ar-condicionado, banheiro social, área de serviço e 1 vaga de garag..."," Rua Irmã Bazet, Montese
", 57 ,2,1.0,2.0
R$ 3.500,R$ 1.186,R$ 1.448,"Reis imóveis, whatsapp (85)9.8898.7274 - informe o cod. FAAR68894 Apartamento na melhor coluna nascente, andar alto, com 112m², 3 suítes, closet casal, varandas, estar íntimo, ban..."," Rua Bento Albuquerque, Cocó
", 112 ,3,2.0,4.0
R$ 2.300,R$ 669,R$ 90,"Sofisticação, elegância e uma ótima localização, são características que definem muito bem esse belíssimo apartamento que a 7cantos encontrou para você. O imóvel está localizado na..."," Avenida Jovita Feitosa, Pici
", 70 ,3,1.0,2.0
R$ 900,R$ 255,,"Apto para alugar com ótima localização, próximo a Godofredo Maciel, 1 andar nascente, cozinha projetada com área de lazer completa."," Planalto Ayrton Senna, Fortaleza
", 48 ,2,1.0,1.0
R$ 1.700,R$ 630,R$ 1.135,ATANÇÃO: NÃO RESPONDEMOS O CHAT OLX. FAVOR CHAMAR NO CELULAR. Localizado em um dos bairros mais nobres de Fortaleza e próximo às avenidas Engenheiro Alberto Sá e Almirante Henriqu...," Rua Tavares Coutinho, Varjota
", 94 ,3,2.0,3.0
R$ 3.500,R$ 1.000,R$ 97,"O apartamento está localizado no bairro Varjota tem 130 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros Possui academia, jardim, playground, espaço para festas. Vai lhe..."," Rua Oito de Setembro, Varjota
", 130 ,3,2.0,4.0
R$ 900,R$ 180,R$ 365,"Aptº ampla03 quartos,1 suíte,dependência de empregada, com garagem,01 vaga, varanda. Próximo a Hospital Geral de Fortaleza, colégio, padarias, farmácias, supermercados, fármacias,..."," Rua Doutor Batista de Oliveira, Papicu
", 120 ,3,1.0,2.0
R$ 3.950,R$ 1.079,R$ 2.156,"Apartamento no Parque Del Sol, no bairro Parque Iracema possui 141 metros quadrados com 4 quartos sendo 3 suites e 5 banheiros, 3 vagas"," Rua 3, Parque Iracema
", 141 ,4,3.0,5.0
R$ 1.700,R$ 355,,"O apartamento está localizado no bairro Jacarecanga possui 50 metros quadrados , vista mar , mobiliado , com 2 quartos e 1 banheiro, varanda, 1 vaga de garagem Possui área de fitn..."," Rua Padre Constantino, Jacarecanga
", 50 ,2,1.0,1.0
R$ 250 /dia,,,"Preço por dia: A partir do R$ 250,00. O apartamento está localizado no bairro Meireles com 56 metros quadrados com 1 quarto sendo 1 suite e 2 banheiros Possui academia, jardim, ár..."," Rua Barão de Aracati, Meireles
", 56 ,2,1.0,2.0
R$ 2.600,R$ 600,R$ 137,"O apartamento está localizado no bairro Engenheiro Luciano Cavalcante com 80 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros Possui área de fitness, espaço gourmet, esp..."," Rua Gontran Giffoni, Engenheiro Luciano Cavalcante
", 80 ,3,2.0,4.0
R$ 2.800,R$ 490,,O apartamento está localizado no bairro Engenheiro Luciano Cavalcante possui 72m com 3 quartos sendo 2 suítes e 2 banheiros VENDO TAMBEM OPORTUNIDADE FAÇO SIMULAÇÃO SEM COMPROMIS...," Rua Luiza Miranda Coelho, Engenheiro Luciano Cavalcante
", 72 ,3,2.0,2.0
R$ 2.700,R$ 639,R$ 177,"Apartamento com 68,41m², 3 quartos (sendo 1 suíte) 2 banheiros e 2 vagas cobertas na garagem, cozinha padrão americano. Condomínio no Benfica com excelente espaço de lazer. Área fi..."," Rua Senador Pompeu, Benfica
", 68 ,3,2.0,2.0
R$ 2.400,R$ 608,,"Você busca um apartamento confortável e moderno? Então, o Edifício Eridan Mendonça é a escolha perfeita para você! O apartamento conta com 2 quartos, sendo 1 suíte, wc social, sala..."," Rua Doutor José Lourenço, Joaquim Tavora
", 59 ,2,2.0,3.0
R$ 2.500,R$ 670,R$ 2.319,"Excelente apartamento projetado dispõe de 80m², sala ampla com rack painel, varanda extensa, cozinha projetada, 3 suítes sendo 1 reversível e 1 máster com varanda, área de serviço..."," Rua Doutor Francisco Gadelha, Engenheiro Luciano Cavalcante
", 80 ,3,2.0,3.0
